,step,loss_x,loss_y,loss_x,loss_y,loss,mean,stderr
0,200,8.516467409133911,8.906483755111694,10.62280641078949,9.714316673278809,8.715452680587768,9.295105385780333,0.8706074380157139
1,300,6.372328586578369,8.563782277107238,7.230593848228454,7.166355295181274,6.5885322427749635,7.18431844997406,0.8543525736966947
2,400,6.2251313066482545,7.5107337713241575,6.434193630218505,6.273472185134888,5.404727191925049,6.369651617050171,0.7529027001730775
3,500,5.059771795272827,5.192771234512329,5.40987220287323,5.15354145526886,4.8309676599502565,5.129384869575501,0.21045981038379014
4,600,4.415892567634582,4.619295320510864,4.727133731842041,4.835851950645447,4.485086276531219,4.616651969432832,0.17166515943301505
5,700,4.273230090141296,4.408525125980377,4.50954847574234,4.48370956659317,4.310804255008698,4.397163502693177,0.10376307174875246
6,800,4.031375393867493,4.135540137290954,4.2913746690750125,4.2762559795379635,4.191104817390442,4.185130199432374,0.10691960260720072
7,900,4.035575897693634,4.071872014999389,4.119141790866852,4.030980367660522,3.9587954759597777,4.043273109436035,0.05899318466608689
8,1000,3.875700600147247,3.971868450641632,3.757913408279419,3.9157360005378723,3.8200090503692627,3.8682455019950863,0.08298880586506624
9,1100,3.772331335544586,3.8486993408203123,3.5966286277770996,3.9184837770462035,3.6181907844543457,3.7508667731285095,0.1409962075689791
10,1200,3.754121413230896,3.8522392177581786,3.3726231122016905,3.636302042007446,5.247295794486999,3.9725163159370416,0.7348703162273471
11,1300,3.6890570545196533,3.8634989500045775,3.2940856075286864,3.503347930908203,3.5771184587478637,3.585421600341797,0.21198408539389899
12,1400,3.5999369645118713,3.7314912843704224,3.158664608001709,3.4873897361755373,3.4664156579971315,3.4887796502113337,0.21256934573247502
13,1500,3.4318885159492494,3.6203433513641357,2.877929584980011,3.141308343410492,3.3838461947441103,3.2910631980895992,0.28721584772602127
14,1600,3.6010383653640745,3.564986410140991,2.7047051119804384,3.0725489830970765,3.2495319867134094,3.2385621714591983,0.37102083845079736
15,1700,3.316829214096069,3.4957328128814695,2.643093545436859,2.9545359563827516,3.059095575809479,3.0938574209213257,0.3297829509742767
16,1800,11.729798817634583,3.353333759307861,2.5401312851905824,2.847771906852722,3.0165782237052916,4.697522798538207,3.942120030794369
17,1900,5.206766293048859,3.297141728401184,3.9586806654930116,2.63260379076004,2.9349497294425966,3.606028441429138,1.0222571166837506
18,2000,4.133284056186676,3.5802964091300966,6.326016068458557,2.5139290070533753,3.0267896580696108,3.916063039779663,1.4768704067903646
19,2100,4.061760239601135,3.181410095691681,2.9993698477745054,2.6990042328834534,2.839094550609589,3.1561277933120726,0.5373207614059952
20,2200,3.7302655243873595,3.133751080036163,2.643344223499298,2.6380908918380737,2.682797222137451,2.965649788379669,0.4754147005755541
21,2300,3.4427402210235596,2.982599368095398,2.4877275013923645,3.571716854572296,2.6793340945243838,3.0328236079216007,0.4698522737744177
22,2400,4.002905640602112,2.8744374990463255,2.447388994693756,2.6606215834617615,2.494331753253937,2.895937094211578,0.6410337807706474
23,2500,3.955114572048187,2.8200082778930664,2.403683776855469,2.4411696112155914,3.0918654918670656,2.9423683459758756,0.6333161805228686
24,2600,3.4488502597808837,2.6441529250144957,2.330561602115631,2.3400396943092345,3.211146047115326,2.794950105667114,0.5114060098183572
25,2700,3.365862958431244,2.539504234790802,4.036258379220962,2.3837067282199857,2.5192552161216737,2.9689175033569333,0.7116610532256604
26,2800,3.332100965976715,2.5310426807403563,2.4120874416828157,2.3408551776409148,2.367660505771637,2.5967493543624878,0.4174694335772785
27,2900,3.3223941135406494,2.561368987560272,2.114886288642883,2.1027581560611726,2.168589859008789,2.453999480962753,0.5209280964454187
28,3000,3.208019435405731,2.3568750405311585,2.0666604053974154,2.04080064535141,2.329397813081741,2.400350667953491,0.4743096788465152
29,3100,3.189601516723633,2.285646686553955,2.0205704772472384,1.9222047460079192,2.181703190803528,2.3199453234672545,0.5060662120003777
30,3200,2.9103012013435365,2.2228279590606688,1.9662776458263398,1.9516153013706208,2.1272674810886385,2.235657917737961,0.3937964555194688
31,3300,2.7690157389640806,2.2829250895977022,1.9927338683605194,1.874580407142639,2.0937704932689667,2.2026051194667815,0.3502725429137318
32,3400,2.95370726108551,2.028228135108948,1.8666487014293671,1.71794793009758,2.1316298162937164,2.1396323688030243,0.4815419823015089
33,3500,2.749787929058075,2.1081504130363466,1.8346011328697205,1.64473494887352,2.3570208764076233,2.1388590600490573,0.4354604475734101
34,3600,2.683452157974243,1.9753127634525298,1.8185400533676148,1.676242127418518,2.188065847158432,2.068322589874268,0.3929033168637348
35,3700,2.590183334350586,1.9526322424411773,1.819490920305252,1.8730928790569306,1.805449103116989,2.008169695854187,0.3304411254769392
36,3800,2.5344390630722047,1.9201703202724456,1.7151272797584534,1.6118846833705902,1.7050464129447938,1.8973335518836976,0.3735235857063484
37,3900,2.5423842215538026,1.9258146166801453,1.6747386682033538,1.5459081244468689,1.7571884107589721,1.8892068083286286,0.3902756370696337
38,4000,2.3103887844085693,1.7656719315052032,1.6535314095020295,1.5714012145996095,1.6498212778568269,1.7901629235744476,0.29893786496828323
39,4100,3.0295489263534545,5.99301913022995,1.5950317704677581,6.071390540599823,1.8518259990215302,3.7081632733345034,2.1895912666452064
40,4200,2.3737110018730165,2.3898018479347227,1.43417431473732,1.9942562985420227,1.5950218272209167,1.9573930580615997,0.4378149302800363
41,4300,2.260313755273819,1.9523043394088746,1.4636745154857635,1.683732807636261,1.4288893115520478,1.757782945871353,0.3501892350696796
