,step,loss_x,loss_y,loss_x,loss_y,mean,stderr
20,2200,2.298464057445526,2.710605356693268,4.001387560367585,1.918616498708725,2.7322683683037763,0.9057866479385849
21,2300,2.2970580887794494,2.5252851247787476,3.1487915778160094,1.832203778028488,2.4508346423506735,0.5474297923990479
22,2400,2.135374900102615,2.407361044883728,2.741453731060028,1.8445545482635497,2.2821860560774807,0.3828273881079609
23,2500,2.169849925041199,2.276290771961212,2.4960630106925965,1.7147475361824036,2.164237810969353,0.32900700711424385
24,2600,2.099250464439392,2.054247409105301,2.410980672836304,1.6508411586284637,2.053829926252365,0.3119934840118873
25,2700,2.034379640817642,2.2604510593414306,2.0983568382263185,1.460648901462555,1.9634591099619867,0.34844867750032177
26,2800,1.9424060666561127,1.9875415122509004,1.957164124250412,1.6086479365825652,1.8739399099349976,0.1778567210224254
27,2900,1.8590216434001923,1.8971588706970215,1.9051775693893434,1.4846203815937042,1.7864946162700654,0.20225433146969496
28,3000,1.9283274340629577,1.6847111892700195,1.8427715921401977,3.3293010795116427,2.1962778237462044,0.7620599684911697
29,3100,1.7790166091918946,1.7309019756317139,1.8436733388900757,2.7321540260314943,2.0214364874362944,0.4760591197759091
30,3200,1.7339483952522279,1.6554444301128388,1.9307586324214936,1.5913048160076142,1.7278640684485438,0.1473049632184054
31,3300,1.7149001359939575,1.615584659576416,1.7453744864463807,1.5014883923530578,1.644336918592453,0.11018189750768424
32,3400,1.6445188164710998,2.1352302265167236,1.7161437678337097,1.327197083234787,1.70577247351408,0.3324719847777664
33,3500,1.572616628408432,1.6660779988765717,1.6118581092357636,1.3043049561977387,1.5387144231796266,0.16090228603544765
34,3600,1.5601352155208588,1.5280455875396728,1.5767416906356813,1.2376052939891815,1.4756319469213486,0.15996651723296781
35,3700,1.5363934564590453,1.4946243822574616,1.5039017736911773,1.2588289976119995,1.4484371525049209,0.127667730460386
36,3800,1.4517445242404938,1.4182473635673523,1.447296291589737,1.2877754712104796,1.4012659126520155,0.07710455236632781
37,3900,3.492969484329224,1.4197163224220275,1.3434763658046722,1.3110447359085082,1.8918017271161078,1.068416616736791
38,4000,1.56889267206192,1.2433386588096618,1.339803020954132,1.1704996281862259,1.330633495002985,0.17331547284905677
39,4100,1.5310723495483398,1.2674388027191161,1.293791264295578,1.1920571833848954,1.3210898999869825,0.14647608089851002
40,4200,1.3933871495723724,1.168139020204544,1.2865322136878967,1.0880291372537614,1.2340218801796436,0.13392666704741354
41,4300,1.3161563670635223,1.1686032593250275,1.192817987203598,1.1016127580404282,1.194797592908144,0.08963151875768671
42,4400,1.2862450897693634,1.069029706120491,8.206746839284897,1.044811682701111,2.9017083294689656,3.5383579601611315
43,4500,1.1969121015071869,1.066874130964279,2.0232743656635286,1.0307409942150116,1.3294503980875014,0.46802126093500473
44,4600,1.177769422531128,1.082928048968315,1.543108481168747,0.9909202015399933,1.198681538552046,0.24195790192001532
45,4700,1.1264492774009705,0.9923197263479233,1.4093620681762695,0.918643444776535,1.1116936291754247,0.21628895110050564
46,4800,1.1568159067630768,1.2035014981031418,1.2682841002941132,0.9322440361976624,1.1402113853394986,0.14598445936727775
47,4900,1.1387283343076706,1.1392309522628785,1.2454261887073517,1.0226538634300233,1.136509834676981,0.09099135597294349
48,5000,1.1181374716758727,0.958201214671135,1.1415941274166108,0.9672003239393234,1.0462832844257355,0.09705624944425922
49,5100,1.0575693881511687,0.9133213347196579,1.1876435613632201,0.9315438663959503,1.0225195376574991,0.12740389255008322
50,5200,1.0423155665397643,1.0618419367074967,1.0940516978502273,0.8671138066053391,1.0163307519257068,0.10173940688004984
51,5300,1.0626705080270766,0.9112935036420822,1.0983133006095886,0.8795470196008682,0.9879560829699039,0.10861343822097212
52,5400,0.9619357818365097,0.8900524264574051,1.098324691057205,0.841606473326683,0.9479798431694508,0.11175750672640582
53,5500,1.037616054415703,0.901401573419571,1.0593363046646118,0.8406963038444519,0.9597625590860843,0.10576526734363034
54,5600,0.9891658926010132,0.9172709780931473,1.042667019367218,0.8566233962774277,0.9514318215847015,0.08145207623132011
55,5700,0.963347841501236,0.8856146055459976,0.9938659197092057,0.8617704480886459,0.9261497037112714,0.06260183730507123
56,5800,0.9696693921089172,0.8948148560523986,1.0252144408226014,0.8460941445827485,0.9339482083916664,0.07927858883151603
57,5900,0.8947989141941071,0.9313944631814957,0.9952380508184433,0.7863786208629608,0.9019525122642518,0.08751670034179289
58,6000,0.9288054436445237,0.8286564385890961,1.006732308268547,0.8328586530685425,0.8992632108926772,0.0852784302577877
59,6100,0.9768627893924713,0.8031060856580734,0.9999955159425735,3.996859897375107,1.6942060720920562,1.5376154164177835
60,6200,1.1347963708639144,0.767290644645691,1.0069880652427674,1.5216226720809936,1.1076744382083417,0.3152182377223358
61,6300,10.99521474659443,0.758723675608635,0.9480537855625153,1.0456873077154158,3.436919878870249,5.040271284048088
62,6400,1.7602696347236633,0.8127360707521438,1.01851016163826,0.8621723967790603,1.1134220659732819,0.4400600378641956
63,6500,1.3096992826461793,0.7128820466995239,0.8903895902633667,1.1816745960712434,1.0236613789200784,0.2714964838014766
64,6600,1.1588655108213424,0.7503711992502212,0.8973429572582244,0.8477479100227356,0.9135818943381309,0.17454665095086247
65,6700,1.0562213176488877,0.8520555728673935,0.8794741439819336,0.8746802961826324,0.9156078326702118,0.09450176115652867
66,6800,1.1304264867305756,0.6948539173603058,0.9284860169887543,0.8607034838199615,0.9036174762248993,0.18026333128715627
67,6900,1.0212568390369414,0.7061139178276062,0.8606838709115983,0.8318968021869659,0.8549878574907779,0.1295819760346914
68,7000,1.0140736651420594,0.7739728671312333,0.8605206656455994,0.802593799829483,0.8627902494370937,0.10708869038165682
69,7100,0.9591842293739319,0.7004799920320511,0.8609249269962311,0.8178491222858429,0.8346095676720143,0.10721162882419252
70,7200,0.9668546772003174,0.6706247419118881,0.8625444221496582,0.8286477673053741,0.8321679021418095,0.12270811479521239
71,7300,1.0063437432050706,0.6380556964874268,0.8735689508914948,0.807150520682335,0.8312797278165819,0.15313777325471603
72,7400,0.9955712229013443,0.6304130452871323,0.7988615643978119,0.8517769539356231,0.8191556966304778,0.15080033662295309
73,7500,0.914505066871643,0.662339735031128,37.635444225668905,0.8787020134925843,10.022747760266066,18.408801355784615
74,7600,0.9514523953199386,0.7218933999538422,13.467697801589965,0.7739610826969147,3.978751169890165,6.3267276451134435
75,7700,0.9178582113981247,0.6965873664617539,8.606603198051452,0.7822300726175309,2.7508197121322153,3.904918428338853
76,7800,0.8929418087005615,0.7178294706344605,6.607890753746033,0.8240676325559616,2.260682416409254,2.899033859044397
77,7900,2.1535827308893203,0.6839063161611557,2.930878654718399,0.8117635160684585,1.6450328044593334,1.0847617882564857
78,8000,1.180237991809845,0.6464410543441772,5.327145659923554,0.8101597464084626,1.9909961131215097,2.2352796514780944
79,8100,0.9317446422576904,0.6575965625047684,2.633000770807266,0.7867800915241241,1.252280516773462,0.92726682929326
80,8200,0.9427372497320176,0.6901616889238358,2.5428180575370787,0.7613279116153717,1.2342612269520759,0.8788282798140524
81,8300,0.8918192517757416,0.6906053066253662,2.096848340034485,0.7688378292322159,1.1120276819169521,0.6617500975298959
82,8400,0.9116722905635833,0.6809085553884506,4.7492761182785035,0.7516502743959427,1.77337680965662,1.9862798873540033
83,8500,0.8981856638193131,0.6783998668193817,3.018172092437744,0.7640275317430496,1.339696288704872,1.122633827351862
84,8600,0.8864477980136871,0.6472733318805695,3.1660544943809508,0.7772552740573883,1.369257724583149,1.2018475252549636
85,8700,0.8964906585216522,0.6707847636938095,1.7474965065717698,2.9952899837493896,1.5775154781341554,1.0527635841344711
86,8800,0.8420482975244522,0.6915177494287491,1.4797535014152527,1.753786542415619,1.1917765226960182,0.5070682643885374
87,8900,0.861598082780838,0.6818225741386413,2.4167478740215302,1.0814325791597366,1.2604002775251866,0.7880280346895568
88,9000,0.8789673638343811,0.7163264614343643,2.3867014294862745,0.9244980025291443,1.2266233143210412,0.7785303409385107
89,9100,0.9083330667018891,0.6513647663593293,2.5288728499412536,0.8724466508626938,1.2402543334662914,0.8665607926283979
90,9200,0.855299346446991,0.6536107939481736,1.8120628535747527,0.7865906083583831,1.026890900582075,0.5301009104149378
91,9300,0.8163127768039703,0.6531554681062698,1.9578775072097778,0.8185228389501572,1.0614671477675437,0.60260339722808
92,9400,0.8832295602560043,0.6575520968437195,1.3784433126449585,0.8313362765312194,0.9376403115689755,0.3093098616324869
93,9500,0.8215819823741913,0.6314075684547424,1.9058556431531906,0.767960741519928,1.031701483875513,0.5882431744878964
94,9600,0.827149264216423,0.5703827056288719,2.0131695705652235,0.7392148208618164,1.0374790903180837,0.6591285044200061
95,9700,0.8265322107076645,0.6268914878368378,2.3832330751419066,0.7775717735290527,1.1535571368038653,0.8241743170823596
96,9800,0.8666956877708435,0.5978377270698547,2.013755933046341,0.7721570348739624,1.0626115956902504,0.6438004852208469
97,9900,0.8394011956453323,0.6148853957653045,1.6867684721946716,0.7714138013124466,0.9781172162294387,0.48169575255335445
98,10000,0.8394814062118531,0.5765061336755752,1.6799440896511078,0.7333397328853607,0.9573178406059742,0.49371309818324993
99,10100,0.8450995230674744,0.5997746211290359,1.5680446481704713,0.7355084842443467,0.9371068191528321,0.43242833205047587
100,10200,0.898738254904747,4.1104486417770385,1.5699277383089065,0.7617784196138382,1.8352232636511325,1.5573824451978977
101,10300,0.8405944526195526,2.2506578892469404,1.850395433306694,0.7918047106266022,1.4333631214499474,0.7314047160193545
102,10400,0.823645800948143,10.041247229576111,2.1068101066350935,0.799976282119751,3.4429198548197744,4.441053204718241
103,10500,0.8525850051641464,5.486892538070679,2.0432958984375,0.7768835228681564,2.28991424113512,2.208820810977979
104,10600,0.8090323930978776,7.59407790184021,2.164337813258171,0.7316012901067733,2.8247623495757583,3.2468970768803005
105,10700,0.8100740534067153,3.3473738342523576,1.4012375140190125,0.7798927301168441,1.5846445329487322,1.2094678742055915
106,10800,0.8106503742933273,3.8047410798072816,2.1096211540699006,0.7470434975624084,1.8680140264332294,1.4357203189641246
107,10900,0.810512598156929,4.269962916970253,3.6927930057048797,0.812141974568367,2.3963526238501074,1.845335124268554
108,11000,0.8183365654945374,2.500388422012329,2.2596219897270204,0.7214793336391448,1.574956577718258,0.9356081932612881
109,11100,0.7558513385057449,2.33706584751606,1.8457803225517273,0.72639180123806,1.416272327452898,0.8050732570262414
110,11200,0.7886058485507965,1.612782061100006,1.4566395497322082,0.8008218777179718,1.1647123342752457,0.4319954985100068
111,11300,0.8241830813884735,1.403608694076538,1.4927782756090164,0.7711602580547333,1.1229325772821903,0.37795941095176955
112,11400,0.7727526813745499,1.3818321365118027,1.6882925897836685,0.7336305564641953,1.144126991033554,0.4687025125168286
113,11500,0.769161850810051,2.6509264290332792,1.5943893122673034,0.7239925122261047,1.4346175260841847,0.904203800244304
114,11600,0.7837070626020431,3.052884225845337,1.3889953321218491,0.7741062760353088,1.4999232241511347,1.0745182955243102
115,11700,0.7735137057304382,2.881421661376953,1.3027852350473403,0.724988831281662,1.4206773583590984,1.0083775403304913
116,11800,0.760832765698433,0.9817257392406463,1.7300677335262298,0.7171772748231888,1.0474508783221244,0.46958001113341036
117,11900,0.7959756100177765,1.526009862422943,1.8576578992605208,0.7723185187578201,1.2379904726147652,0.5413472071036689
118,12000,0.8047229933738709,1.4998150062561035,1.8728813171386718,0.6960253435373306,1.218361165076494,0.5631885834906856
119,12100,0.7727535653114319,1.4882463878393173,1.30077596783638,0.7053033465147018,1.0667698168754578,0.3870852377869862
120,12200,0.7647709524631501,1.6130746757984162,1.4511206674575805,0.7231495237350464,1.1380289548635483,0.4601236559169131
121,12300,0.7823200690746307,1.7079057914018632,1.7244546830654144,0.8662046658992767,1.2702213023602962,0.5161307108583146
122,12400,0.7673538351058959,1.3782037371397018,1.3392588418722153,0.8083258295059204,1.0732855609059335,0.3304112389635339
123,12500,0.8898408222198486,1.577925553917885,1.5469632828235627,0.7134801572561265,1.1820524540543556,0.44528008386285844
124,12600,0.8061547869443894,3.0250606107711793,1.4074682259559632,0.7102378576993942,1.4872303703427316,1.0706485827227332
125,12700,0.808891533613205,3.027155548930168,2.6284054392576217,0.7093370896577835,1.7934474028646945,1.206072986056342
126,12800,0.8205144667625427,2.538323412537575,1.7875297522544862,0.7241698580980301,1.4676343724131584,0.8602735477783531
127,12900,0.8025021719932556,2.1569178068637846,2.203530408143997,0.7192018854618073,1.4705380681157112,0.820400904878643
128,13000,0.8102934974431991,1.633653284907341,1.4551208472251893,0.6929466915130615,1.148003580272198,0.4659404551815575
129,13100,0.7776123863458634,1.6212388962507247,1.3868435609340668,0.6808177387714386,1.1166281455755234,0.45916982191747785
130,13200,0.7455309313535691,1.5212808400392532,1.7169579589366912,0.6874210596084595,1.1677976974844932,0.5277620236509336
131,13300,0.7950471729040146,1.4357921320199967,1.6182601749897003,0.7075788187980652,1.1391695746779442,0.4554132016805695
132,13400,0.8234743332862854,1.172971333861351,1.3043295657634735,0.7281911474466324,1.0072415950894356,0.27529812172316137
133,13500,0.7730312812328338,1.3598285382986068,1.4549007999897003,0.7934875285625458,1.0953120370209217,0.3625079205383359
134,13600,0.7486501491069794,1.1262746405601503,1.4222812139987946,0.7125160014629364,1.0024305012822152,0.3366832716158029
135,13700,0.7312116080522537,1.8631599462032318,1.2184875893592835,0.7320392668247223,1.136224602609873,0.5362224364876991
136,13800,0.7652344584465027,1.4714644461870194,1.0422789722681045,0.7195818263292313,0.9996399258077147,0.3453572684079202
137,13900,0.7239220857620239,1.3636215883493423,1.327988800406456,0.7082708412408829,1.0309508289396763,0.36390951909224434
138,14000,0.7329846370220184,0.7919902014732361,1.1624630171060562,0.758957422375679,0.8615988194942474,0.20202432975827775
139,14100,0.7362844491004944,0.8477854639291763,0.9550445246696472,0.7334961891174316,0.8181526567041874,0.10565132543673243
140,14200,0.7242419648170472,1.327324672937393,1.1673430687189101,0.6773770517110824,0.9740716895461081,0.32279203612669666
141,14300,0.7519371169805527,1.717532132267952,1.16000472843647,0.6868912994861602,1.0790913192927838,0.47434318767411265
142,14400,0.753661938905716,1.154063675403595,1.3599900501966475,0.6709063363075256,0.984655500203371,0.3272978854446617
143,14500,0.7293124413490295,0.9894576412439346,2.216992381811142,0.7026829475164413,1.1596113529801368,0.7166932507053565
144,14600,0.7233634370565415,0.9176785343885422,1.9303815537691116,0.6904479068517685,1.065467858016491,0.5852614184820308
145,14700,0.7329621803760529,1.6068962502479553,1.3685645353794098,0.758746023774147,1.1167922474443912,0.43936083773527107
146,14800,0.7252798372507095,0.9769287228584289,1.4162646800279617,0.7280745178461074,0.961636939495802,0.32523648098389013
147,14900,0.7106623846292496,1.316439119577408,1.307402948141098,0.6474836415052414,0.9954970234632492,0.36630279842813057
148,15000,0.7278783202171326,1.6165046834945678,1.0671817964315415,0.6925247681140899,1.026022392064333,0.4283588782857393
149,15100,0.714543281197548,1.4334162843227387,1.238878687620163,,1.12894608438015,0.37183125419590835
150,15200,0.6793424010276794,1.5841476041078568,1.0646576881408691,,1.1093825644254685,0.4540576503036204
151,15300,0.7294953817129135,1.0322341865301132,1.0095530492067337,,0.9237608724832534,0.16862063686201428
152,15400,0.804149027466774,,0.9797337579727173,,0.8919413927197457,0.12415715361356501
153,15500,0.7203522562980652,,1.1340985590219497,,0.9272254076600075,0.29256281634692083
154,15600,0.6962798666954041,,1.3531941521167754,,1.0247370094060897,0.46450854587976687
155,15700,0.7088985425233841,,0.9306381100416183,,0.8197683262825013,0.1567935518495157
156,15800,0.6855010825395584,,0.8361365056037903,,0.7608187940716744,0.1065153291356228
157,15900,0.7034746408462524,,0.9446983474493027,,0.8240864941477776,0.170570918721971
158,16000,0.7337754791975022,,0.8880130767822265,,0.8108942779898644,0.10906245116608043
159,16100,,,0.9932821381092072,,0.9932821381092072,
160,16200,,,1.1896322339773178,,1.1896322339773178,
161,16300,,,0.8362855297327042,,0.8362855297327042,
162,16400,,,0.8402059668302536,,0.8402059668302536,
163,16500,,,0.7567191523313522,,0.7567191523313522,
