,Unnamed: 0,step,loss_x,loss_y,loss_x.1,loss_y.1,loss,mean,stderr
0,0,0,19869.9,14275.6,13732.0,16997.7,17722.6,16519.559999999998,2535.0812833122336
1,15,0,19869.9,13711.3,17270.1,10621.6,15697.9,15434.159999999998,3508.7392376749804
2,14,0,19869.9,13711.3,17270.1,10621.6,17722.6,15839.1,3660.345645564091
3,13,0,19869.9,13711.3,17270.1,16997.7,15697.9,16709.379999999997,2258.2071145047794
4,12,0,19869.9,13711.3,17270.1,16997.7,17722.6,17114.32,2212.5572562083003
5,11,0,19869.9,13711.3,13732.0,10621.6,15697.9,14726.54,3401.030976483455
6,10,0,19869.9,13711.3,13732.0,10621.6,17722.6,15131.48,3656.5352476080416
7,8,0,19869.9,13711.3,13732.0,16997.7,17722.6,16406.7,2668.9805778611435
8,9,0,19869.9,13711.3,13732.0,16997.7,15697.9,16001.759999999998,2571.2230510012164
9,6,0,19869.9,14275.6,17270.1,10621.6,17722.6,15951.959999999995,3586.287547450706
10,5,0,19869.9,14275.6,17270.1,16997.7,15697.9,16822.239999999998,2077.8060539906032
11,4,0,19869.9,14275.6,17270.1,16997.7,17722.6,17227.18,1999.7335865059624
12,3,0,19869.9,14275.6,13732.0,10621.6,15697.9,14839.4,3368.1224198357163
13,2,0,19869.9,14275.6,13732.0,10621.6,17722.6,15244.34,3610.156939524929
14,1,0,19869.9,14275.6,13732.0,16997.7,15697.9,16114.62,2455.325148936491
15,7,0,19869.9,14275.6,17270.1,10621.6,15697.9,15547.02,3448.018704560636
16,16,1000,7541.2,16203.2,13196.5,,11136.0,12019.225,3638.8834151655183
17,88,1500,,13509.1,12727.3,11338.5,,12524.966666666667,1099.3544348085986
18,17,2000,29608.2,,,,19007.0,24307.6,7496.180408714828
19,18,2500,20824.6,15810.8,18171.9,12024.4,,16707.925,3734.0985323323575
20,90,3000,,9051.5,0.0,10859.8,,6637.099999999999,5818.574527321963
21,91,3000,,9051.5,0.0,10859.8,,6637.099999999999,5818.574527321963
22,89,3000,,9051.5,9254.8,10859.8,,9722.033333333333,990.5642146440244
23,39,3500,1142.7,1411.8,1713.4,,2194.6,1615.625,450.9156194160203
24,40,3500,1142.7,1411.8,1713.4,,1735.0,1500.725,280.59756918642995
25,41,3500,1142.7,1411.8,1713.4,,1675.0,1485.725,265.0735668325556
26,42,3500,1142.7,1411.8,1713.4,,2384.6,1663.125,534.4967064133011
27,43,3500,1142.7,0.0,1713.4,,2645.2,1375.325,1106.4222321669668
28,44,3500,1142.7,0.0,1713.4,,3557.2,1603.325,1484.6515267339112
29,45,3500,1142.7,0.0,1713.4,,1765.3,1155.35,820.2545235067792
30,46,3500,1142.7,0.0,1713.4,,3198.8,1513.725,1330.209355389845
31,47,3500,1142.7,0.0,1713.4,,2194.6,1262.6750000000002,945.2300227105216
32,48,3500,1142.7,0.0,1713.4,,1735.0,1147.775,812.8505495066934
33,49,3500,1142.7,0.0,1713.4,,1675.0,1132.775,798.8347863190069
34,50,3500,1142.7,0.0,1713.4,,2384.6,1310.1750000000002,1010.2121703714852
35,38,3500,1142.7,1411.8,1713.4,,3198.8,1866.675,918.1687040880162
36,37,3500,1142.7,1411.8,1713.4,,1765.3,1508.3,289.3041191088252
37,27,3500,10752.9,0.0,1713.4,,2645.2,3777.875,4777.318737098597
38,35,3500,1142.7,1411.8,1713.4,,2645.2,1728.275,654.2240257230952
39,19,3500,10752.9,1411.8,1713.4,,2645.2,4130.825,4445.821991019583
40,20,3500,10752.9,1411.8,1713.4,,3557.2,4358.825,4366.922162786203
41,21,3500,10752.9,1411.8,1713.4,,1765.3,3910.85,4564.028571704315
42,22,3500,10752.9,1411.8,1713.4,,3198.8,4269.224999999999,4392.454524427847
43,23,3500,10752.9,1411.8,1713.4,,2194.6,4018.175,4501.374791753441
44,24,3500,10752.9,1411.8,1713.4,,1735.0,3903.275,4568.799233478457
45,25,3500,10752.9,1411.8,1713.4,,1675.0,3888.275,4578.37934599497
46,26,3500,10752.9,1411.8,1713.4,,2384.6,4065.675,4476.652080424239
47,28,3500,10752.9,0.0,1713.4,,3557.2,4005.875,4726.737132085233
48,29,3500,10752.9,0.0,1713.4,,1765.3,3557.9,4866.287853521752
49,30,3500,10752.9,0.0,1713.4,,3198.8,3916.275,4741.451251375117
50,31,3500,10752.9,0.0,1713.4,,2194.6,3665.225,4818.069112812033
51,32,3500,10752.9,0.0,1713.4,,1735.0,3550.325,4870.030545677649
52,33,3500,10752.9,0.0,1713.4,,1675.0,3535.325,4877.572194835596
53,34,3500,10752.9,0.0,1713.4,,2384.6,3712.725,4799.639133223108
54,36,3500,1142.7,1411.8,1713.4,,3557.2,1956.275,1092.4447243834964
55,56,4000,90.5,5267.7,10382.3,,1985.6,4431.525,4506.956063963792
56,53,4000,150.2,5267.7,10382.3,,1844.3,4411.125,4514.152709257851
57,51,4000,321.9,5267.7,10382.3,,1844.3,4454.049999999999,4460.628994136739
58,52,4000,321.9,5267.7,10382.3,,1985.6,4489.374999999999,4433.549818805845
59,54,4000,150.2,5267.7,10382.3,,1985.6,4446.45,4487.847055103371
60,55,4000,90.5,5267.7,10382.3,,1844.3,4396.2,4532.995755568275
61,57,4500,5371.1,4878.8,4930.9,14023.8,,7301.15,4487.203309040795
62,58,4500,5371.1,4878.8,240.9,14023.8,,6128.65,5748.478077137751
63,59,5000,6298.2,,3779.2,14428.6,,8168.666666666667,5565.645897228222
64,60,5500,21336.7,,3114.9,,,12225.8,12884.758345425033
65,61,5500,21336.7,,0.0,,,10668.35,15087.32525814301
66,62,5500,21336.7,,0.0,,,10668.35,15087.32525814301
67,63,6000,24084.4,,581.0,17557.7,22206.7,16107.45,10708.352760501184
68,64,6000,24084.4,,3880.5,17557.7,22206.7,16932.325,9123.457644400323
69,107,6500,,,,,20067.1,20067.1,
70,65,7000,16542.0,15700.5,2513.0,22558.0,7722.9,13007.28,7890.160275114822
71,66,7000,16542.0,15700.5,2513.0,9437.8,7722.9,10383.240000000002,5833.427851872345
72,92,7500,,22283.0,17122.9,5463.4,,14956.433333333334,8616.549158644273
73,67,8000,18358.5,,,12634.5,34237.6,21743.533333333333,11192.28843460234
74,99,8500,,,17092.0,,521.5,8806.75,11717.112917651686
75,98,8500,,,17092.0,,511.2,8801.6,11724.396117497909
76,97,8500,,,17092.0,,8486.4,12789.2,6085.078116178954
77,69,9000,22551.0,16468.7,11172.5,20068.6,121.3,14076.419999999998,8896.991858319305
78,68,9000,22551.0,16468.7,11172.5,20068.6,120.6,14076.28,8897.266350795619
79,70,9000,22551.0,16468.7,11172.5,20068.6,90.8,14070.319999999998,8908.95424598196
80,105,9500,,,15169.6,18935.7,0.0,11368.433333333334,10023.813378317323
81,104,9500,,,15169.6,18935.7,0.0,11368.433333333334,10023.813378317323
82,103,9500,,,15169.6,18935.7,0.0,11368.433333333334,10023.813378317323
83,102,9500,,,15169.6,18935.7,0.0,11368.433333333334,10023.813378317323
84,101,9500,,,15169.6,18935.7,0.0,11368.433333333334,10023.813378317323
85,100,9500,,,15169.6,18935.7,0.1,11368.466666666667,10023.756671195351
86,77,10000,14355.8,6120.8,15891.9,10780.0,1073.4,9644.38,6090.893438732942
87,74,10000,23507.4,6120.8,15891.9,10780.0,1304.9,11521.0,8614.790943778033
88,75,10000,14355.8,6120.8,15891.9,10780.0,741.6,9578.02,6208.294992346932
89,76,10000,14355.8,6120.8,15891.9,10780.0,1233.0,9676.3,6034.907879164354
90,73,10000,23507.4,6120.8,15891.9,10780.0,1073.4,11474.7,8683.769632481048
91,72,10000,23507.4,6120.8,15891.9,10780.0,1233.0,11506.62,8636.140672893187
92,78,10000,14355.8,6120.8,15891.9,10780.0,1304.9,9690.68,6009.7928747170645
93,71,10000,23507.4,6120.8,15891.9,10780.0,741.6,11408.34,8783.817447328924
94,93,10500,,10506.2,,,,10506.2,
95,79,11000,20351.0,,16446.1,24957.5,16434.5,19547.275,4050.6445169256713
96,94,11500,,26553.3,17177.9,,,21865.6,6629.408916336356
97,80,12000,30064.9,,,17577.7,21688.1,23110.233333333337,6363.912976568216
98,81,12500,16179.6,,18942.1,22000.1,16551.4,18418.3,2683.3282182145854
99,95,13000,,25392.0,6270.2,,,15831.1,13521.154448492924
100,96,13000,,25392.0,1495.3,,,13443.65,16897.51861798057
101,82,13500,15032.5,,3811.7,16713.4,,11852.533333333336,7014.100564101811
102,83,14000,20534.3,8746.9,,23741.3,,17674.166666666668,7895.776076696535
103,85,14500,14393.6,1984.1,17856.8,,,11411.5,8345.97757186059
104,84,14500,14393.6,2224.2,17856.8,,,11491.533333333333,8210.4225770257
105,86,15000,14228.3,,19455.4,,,16841.85,3696.117855940204
106,87,15500,15402.6,,9857.8,,,12630.2,3920.76568032317
107,106,16000,,,8595.2,,,8595.2,
